hockey,golf,tiger,BAD,i kept looking around for tiger woods and phil mickelson because it was more like being at a golf match than a hockey game.
hockey,golf,tiger,BAD,he lists golf as one of his hobbies on his official nhl players page and names tiger woods - rather than a fellow hockey player - as his favorite athlete.
harvard,mit,easier,PREDICATE-DEPENDENT,so it is well known that grading at stanford or harvard is easier than grading at mit or caltech.
harvard,mit,easier,PREDICATE-DEPENDENT,"such a framework would make it easier for students to take courses in harvard schools other than their own, as well as at mit."
harvard,mit,frats,BAD,"it seems like the guys at mit are worse than the guys at harvard because the shuttle runs directly to the frats at mit,  says jaronczyk."
harvard,mit,frats,BAD,"""it seems like the guys at mit are worse than the guys at harvard because the shuttle runs directly to the frats at mit,"" says jaronczyk."
harvard,mit,jaronczyk,BAD,"it seems like the guys at mit are worse than the guys at harvard because the shuttle runs directly to the frats at mit,  says jaronczyk."
harvard,mit,jaronczyk,BAD,"""it seems like the guys at mit are worse than the guys at harvard because the shuttle runs directly to the frats at mit,"" says jaronczyk."
mit,harvard,smarter,PREDICATE-DEPENDENT,at mit we thought we were better than people at harvard because we were smarter and worked harder.
mit,harvard,smarter,PREDICATE-DEPENDENT,"if you want to say mit kids are smarter than harvard kids, well, i give that to you."
mit,harvard,smarter,PREDICATE-DEPENDENT,i can't understand why they'd turn down the mit engineer who is probably much smarter then the harvard poetry major.
mit,harvard,smarter,PREDICATE-DEPENDENT,"""at mit we thought we were better than people at harvard because we were smarter and worked harder."
mit,harvard,smarter,PREDICATE-DEPENDENT,"but on average, the random group of 10 harvard grads will always be smarter than the random group of 10 non-harvard grads (unless those non-harvard grads went to a similar school such as yale, mit, etc.)."
harvard,mit,shuttle,BAD,"it seems like the guys at mit are worse than the guys at harvard because the shuttle runs directly to the frats at mit,  says jaronczyk."
harvard,mit,shuttle,BAD,"""it seems like the guys at mit are worse than the guys at harvard because the shuttle runs directly to the frats at mit,"" says jaronczyk."
harvard,mit,shuttle,BAD,"bryan says that general opinion on campus favors harvard men as being more ""normal"" than the men at the mit shuttle stop."
mit,harvard,harder,PREDICATE-DEPENDENT,at mit we thought we were better than people at harvard because we were smarter and worked harder.
mit,harvard,harder,PREDICATE-DEPENDENT,it is even harder to get off the waitlist from mit than at harvard or stanford.
mit,harvard,harder,PREDICATE-DEPENDENT,"""at mit we thought we were better than people at harvard because we were smarter and worked harder."
mit,harvard,faster,PREDICATE-DEPENDENT,"it would be great to know how much it these are, nice as cheap tickets are, a handful of $12 tickets at mit add up a lot faster than a handful of free ones at harvard, for example."
mit,harvard,faster,PREDICATE-DEPENDENT,"it would be great to know how much it these are; nice as cheap tickets are, a handful of $12 tickets at mit add up a lot faster than a handful of free ones at harvard, for example."
mit,harvard,earlier,PREDICATE-DEPENDENT,mit announced last week that the size of its endowment fell by roughly 21 percent this past fiscal year-substantially better than the 30 percent declines reported by harvard and yale only a few days earlier.
mit,harvard,earlier,PREDICATE-DEPENDENT,"junior mike katzer, shown here in earlier action, led harvard with three goals in its 10-8 win over cross-town rival mit."
mit,harvard,earlier,PREDICATE-DEPENDENT,"the mit ballroom dance team marked the beginning of their competitive season by busing, driving, walking, running, and dancing their way down to harvard earlier this month to compete at the annual harvard beginners competition."
baseball,basketball,game,BAD,"baseball is much easier to quantify because (1) it's a one-at-a-time game on offense, and (2) the defensive statistics, although flawed, are still better than what's available for basketball."
baseball,basketball,game,BAD,"the kind of games nintendo makes is not inferior or superior to other kinds of games, just like basketball is not superior or inferior to baseball."
baseball,basketball,game,BAD,"husker baseball is huge right now, and baseball games will probably get better ratings than basketball."
baseball,basketball,game,BAD,"but if i did, i would watch baseball because it is easier to get a ticket to a baseball game than a basketball game."
baseball,basketball,game,BAD,tickets to baseball games tend to be much cheaper and easier to get than those for football and basketball games.
baseball,basketball,statistics,ASPECT,"baseball is much easier to quantify because (1) it's a one-at-a-time game on offense, and (2) the defensive statistics, although flawed, are still better than what's available for basketball."
baseball,basketball,statistics,ASPECT,the paper notes that advanced baseball statistics seem to predict performance better than basketball based on this study.
baseball,basketball,statistics,ASPECT,i don't think that your baseball analogy really applies because  productivity  is better-- and more easily -- measured through statistics in baseball than it is in basketball.
baseball,basketball,statistics,ASPECT,peta uses a combination of common sense and advanced baseball statistics (or sabermetrics) to explain why betting on baseball is a far superior choice to betting on football or basketball - both from a financial and an emotional perspective.
baseball,basketball,statistics,ASPECT,it's a lot easier to use statistics in baseball than basketball.
baseball,basketball,easier to quantify,PREDICATE-FULL,"baseball is much easier to quantify because (1) it's a one-at-a-time game on offense, and (2) the defensive statistics, although flawed, are still better than what's available for basketball."
baseball,basketball,easier to quantify,PREDICATE-FULL,baseball is a lot easier to quantify than basketball.
baseball,basketball,league,BAD,"our new league could offer the same level of excellence in academics, baseball and football, and easier travel plus better basketball than c-usa."
baseball,basketball,league,BAD,in sustained interest the baseball league fared better than either basketball or softball.
baseball,basketball,league,BAD,"that the two leagues have different rules is what makes baseball infinitly better than football, hockey, or basketball."
baseball,basketball,league,BAD,"michael jordan's lack of success in minor league baseball is not an indicator that baseball is  harder  than basketball, nor does it say anything about jordan's genetically-determined  athletic  talent."
baseball,basketball,league,BAD,"the chart doesn't tell the entire story, since it doesn't include minor league salaries and doesn't account for the fact that baseball contracts are far friendlier than football or basketball deals because most of the money is guaranteed."
baseball,basketball,skills,ASPECT,thats like saying michael jordan could hit a baseball better than babe ruth because of his superior basketball skills.
baseball,basketball,skills,ASPECT,"in addition to being an elite baseball player, dennis is an excellent athlete, as demonstrated by his superior basketball skills."
baseball,basketball,skills,ASPECT,"of course, baseball is a much easier game to call than basketball, but still, if vin started seeing his skills deteriorate, you can bet he'd step down the next day."
baseball,basketball,skills,ASPECT,"first: baseball has more reliance on deception and fine motor skills than, say, football, so maybe baseball skills just take longer to develop than football or basketball skills."
baseball,basketball,skills,ASPECT,"also, i think that baseball, more than football and basketball utilize ""learned"" skills."
baseball,basketball,ball,ASPECT,thats like saying michael jordan could hit a baseball better than babe ruth because of his superior basketball skills.
baseball,basketball,ball,ASPECT,"our new league could offer the same level of excellence in academics, baseball and football, and easier travel plus better basketball than c-usa."
baseball,basketball,ball,ASPECT,"baseball is much easier to quantify because (1) it's a one-at-a-time game on offense, and (2) the defensive statistics, although flawed, are still better than what's available for basketball."
baseball,basketball,ball,ASPECT,"the kind of games nintendo makes is not inferior or superior to other kinds of games, just like basketball is not superior or inferior to baseball."
baseball,basketball,ball,ASPECT,"for the record, basketball is worse than baseball and neither of them are any better of a spectator sport than nascar."
baseball,basketball,larger,PREDICATE-DEPENDENT,"basketball, on the other hand, uses a larger ball that travels much slower than a baseball or hockey puck, so 10 footcandles would be sufficient."
baseball,basketball,larger,PREDICATE-DEPENDENT,"this issue in the eyes of scouts and baseball men is that shorter pitchers, for whatever reason, break down easier than the taller, larger pitchers (say, just realized that pitchers have been growing much like basketball players been growing)."
baseball,basketball,larger,PREDICATE-DEPENDENT,they range from the size of a baseball to larger than a basketball.
baseball,basketball,larger,PREDICATE-DEPENDENT,the skill-level gap between major league baseball and amateur baseball is much larger than with football or basketball.
baseball,basketball,larger,PREDICATE-DEPENDENT,"in a nutshell, you'd expect baseball to have a larger overhead percentage than basketball."
baseball,basketball,football,BAD,"our new league could offer the same level of excellence in academics, baseball and football, and easier travel plus better basketball than c-usa."
baseball,basketball,football,BAD,i think the baseball managers and football coaches are smarter than basketball coaches.''
baseball,basketball,football,BAD,baseball is better than football and basketball who have caps!
baseball,basketball,football,BAD,kentucky high school baseball is superior to kentucky high school basketball and football when it comes to producing big-time talent.
baseball,basketball,football,BAD,"basketball and football had their scandals, some just as bad or worse than baseball."
baseball,basketball,easier to quantify because,BAD,"baseball is much easier to quantify because (1) it's a one-at-a-time game on offense, and (2) the defensive statistics, although flawed, are still better than what's available for basketball."
basketball,baseball,faster,PREDICATE-FULL,basketball is faster paced and has more action than baseball.
basketball,baseball,faster,PREDICATE-FULL,"football and baseball are certainly not faster than soccer.after every play there is a short break in football, thats jsut annoying and baseball.....basketball is faster sure but football and baseball are just slower and not as demanding for the sportsmen as soccer ."
basketball,baseball,faster,PREDICATE-FULL,basketball and football are played at a much faster pace than baseball.
basketball,baseball,faster,PREDICATE-FULL,the average basketball player can run faster and jump higher than the average baseball player.
basketball,baseball,faster,PREDICATE-FULL,3) basketball is by its very nature a faster-paced game than baseball and thus more prone to momentum-based runs.
basketball,baseball,quicker,PREDICATE-FULL,"that would demonstrate once again that basketball players and coaches are both smarter (think quicker and more continuously, no long in-game breaks necessary) and more fan-friendly than baseball or football coaches... ."
basketball,baseball,quicker,PREDICATE-FULL,"people want to play football and basketball, where you can get to the big game and the big money a lot quicker than you can in baseball."
basketball,baseball,quicker,PREDICATE-FULL,"imo, the popularity of basketball will continue to grow, mainly because it's one of the sports i like to watch the most, but also because it's more fast-paced, quicker rewards than these long games of soccer or baseball."
basketball,baseball,quicker,PREDICATE-FULL,"thus, sterling's exit from basketball could very well be much quicker and less complicated than schott's departure from baseball."
basketball,baseball,quicker,PREDICATE-FULL,"""we were a lot quicker [saturday] without him,"" said nate lemmerman, known more for his exploits in football and baseball than basketball at cdm."
basketball,baseball,greater,BAD,"this is why the better team wins any given basketball game with far greater frequency than it does in baseball, football or hockey."
basketball,baseball,greater,BAD,"like basketball, i have a greater analytical knowledge of soccer than i do with baseball."
basketball,baseball,greater,BAD,@upinc44 a single basketball player can have greater influence over the outcome of a game than a baseball player (other than the pitcher).
basketball,baseball,greater,BAD,"others argue that basketball and football provide more expedient routes to stardom and money, specifically, both football and basketball provide greater exposure at the collegiate level than does baseball."
basketball,baseball,greater,BAD,"also, the ability of one basketball player to take over a game is greater than that of a baseball player, especially considering rule limitations on player movement in baseball."
basketball,baseball,hockey,BAD,lol yet another reason why baseball is inferior to tree hockey (aka basketball).
basketball,baseball,hockey,BAD,"this is why the better team wins any given basketball game with far greater frequency than it does in baseball, football or hockey."
basketball,baseball,hockey,BAD,there is not a single basketball or football uniform nicer than a hockey or baseball uniform.
basketball,baseball,hockey,BAD,now baseball is no better than football or hockey or basketball.
basketball,baseball,hockey,BAD,"as baseball doesn't have a clock, it moves at a slower pace than, say, basketball, soccer, or hockey."
basketball,baseball,higher,PREDICATE-DEPENDENT,the average basketball player can run faster and jump higher than the average baseball player.
basketball,baseball,higher,PREDICATE-DEPENDENT,"the soft, star-shaped yackle ball flies farther than a football, higher than a basketball and is easier to catch than a baseball."
basketball,baseball,higher,PREDICATE-DEPENDENT,both baseball and football have much higher white participation (in the professional ranks) than does basketball.
basketball,baseball,higher,PREDICATE-DEPENDENT,"in other words, the bar is higher for statistical analysis in basketball than it is in baseball."
basketball,baseball,higher,PREDICATE-DEPENDENT,""" baseball requires much higher mentoring than the two other sports (football/basketball) that compete for elite athletes."
basketball,baseball,bigger,PREDICATE-DEPENDENT,"given that the advantages of college basketball over the d-league are currently greater than college vs. minor league baseball, it would likely mean even bigger contracts to get the critical mass of talent necessary."
basketball,baseball,bigger,PREDICATE-DEPENDENT,baseball is much bigger than basketball in cities with both baseball and basketball.
basketball,baseball,bigger,PREDICATE-DEPENDENT,"reinsdorf: ""basketball is a bigger sport than baseball internationally."
basketball,baseball,bigger,PREDICATE-DEPENDENT,"""by far bigger than baseball, than american football, than basketball."
basketball,baseball,bigger,PREDICATE-DEPENDENT,""" i had bigger (college) offers in baseball than basketball, but basketball was my passion."
basketball,baseball,team,BAD,"this is why the better team wins any given basketball game with far greater frequency than it does in baseball, football or hockey."
basketball,baseball,team,BAD,"seems like he's putting lipstick on a pig, scccs baseball team is even worse than basketball or football."
basketball,baseball,team,BAD,"more to the point, the best teams in basketball have a much better winning percentage than in baseball."
basketball,baseball,team,BAD,"1) your basketball analogy works better than you might think, because our offensive philosophy is a team-oriented approach to baseball."
basketball,baseball,team,BAD,"well, if you're going to do laundry for a pro sports team, basketball would definitely be a better choice than baseball."
basketball,baseball,easier,PREDICATE-FULL,i never said basketball was easier than baseball.
basketball,baseball,easier,PREDICATE-FULL,carey found basketball an easier sport to do than baseball.
basketball,baseball,easier,PREDICATE-FULL,football and basketball are far easier to project than baseball .
basketball,baseball,easier,PREDICATE-FULL,a statement like that is as ridiculous as saying  basketball is a better sport than baseball because a basketball can be seen by tv cameras easier.
basketball,baseball,easier,PREDICATE-FULL,"basketball talent is a lot easier to spot than, say, baseball talent."
basketball,baseball,boundaries,BAD,that's like arguing that baseball is inferior to basketball because they use different boundaries.
amazon,google,app,BAD,"last week, amazon unleashed its new video-streaming device the amazon fire tv (or firetv, as the label reads), which the company says would be faster and easier to use than competing devices like the google chromecast apple tv and the roku products."
amazon,google,app,BAD,amazon appstore has much greater potential than google android market.
amazon,google,app,BAD,"amazon better for generating app revenue than google, flurry says ."
amazon,google,app,BAD,"in my experience, too many of these android apps - which google doesn't vet in advance - are flaky and inferior to those in the curated collections of apple and amazon."
amazon,google,app,BAD,the amazon appstore is doing a better job selling apps than google play is.
amazon,google,music,BAD,"i haven't spent much time with amazon mp3, and i  find the integration with my devices to be superior to google music."
amazon,google,music,BAD,since day one i thought amazon offered a better product than google music.
amazon,google,music,BAD,"on the whole, amazon offers better prices on music than itunes or google play."
amazon,google,music,BAD,"this comparison shows that amazon kindle fire hd is better than asus google nexus 7 for appearance, while asus google nexus 7 is better than amazon kindle fire hd for business, photography, music and entertainment."
amazon,google,music,BAD,amazon is just so much better and their music is always cheaper than google too.
amazon,google,api,ASPECT,same reasons why google storage is okay but google prediction api gets slower liftoff than amazon console (now with free instances) - though the r interface to prediction api sure helps.
amazon,google,api,ASPECT,"as a rapidly growing video site that has generated more web traffic than facebook and hulu in past months, twitch will give amazon greater scale to compete for ad dollars with the google-owned youtube, the world's biggest online video destination by far."
amazon,google,storage,ASPECT,same reasons why google storage is okay but google prediction api gets slower liftoff than amazon console (now with free instances) - though the r interface to prediction api sure helps.
amazon,google,storage,ASPECT,now i'm uploading to amazon because of the unlimited storage and the app is working much better than the google music app currently is.
amazon,google,prediction,BAD,same reasons why google storage is okay but google prediction api gets slower liftoff than amazon console (now with free instances) - though the r interface to prediction api sure helps.
amazon,google,delivery,ASPECT,"based on info i've seen several people skipped play in favor of amazon because it was much quicker for delivery (that, and they've handled massive volumes of sales much better than google has in the past)."
amazon,google,delivery,ASPECT,why amazon still wins amazon has two superior delivery services google and b&n can't match.
amazon,google,delivery,ASPECT,"for google, the arrangement is just another step toward building a list of retail partners that allow it to offer a comparable, if not better, collection of products for same-day delivery than amazon."
amazon,google,easier to get at,PREDICATE-FULL,"however, the content provided by the amazon machine is still far superior and easier to get at than that offered by google."
amazon,google,sales,ASPECT,"based on info i've seen several people skipped play in favor of amazon because it was much quicker for delivery (that, and they've handled massive volumes of sales much better than google has in the past)."
amazon,google,sales,ASPECT,"amazon has better operating growth than google, and it's beating ebay in sales volume and customer acquisition."
amazon,google,sales,ASPECT,"in some ways, amazon is better suited to be a true tablet competitor than google, and the subsidized price point is obviously an advantage they'll have in terms of sales."
amazon,google,volumes,BAD,"based on info i've seen several people skipped play in favor of amazon because it was much quicker for delivery (that, and they've handled massive volumes of sales much better than google has in the past)."
amazon,google,volumes,BAD,'the threat to google is if large enough volumes of consumers looking to buy products stop searching google and instead simply enter the amazon store.
amazon,google,volumes,BAD,the threat to google is if large enough volumes of consumers looking to buy products stop searching google and instead simply enter the amazon store.
amazon,google,volumes,BAD,"i don't know what kinds of volumes (traffic and hosting) google ae is handling at this point, but at this point i think i would trust google more than amazon."
amazon,google,past,BAD,"based on info i've seen several people skipped play in favor of amazon because it was much quicker for delivery (that, and they've handled massive volumes of sales much better than google has in the past)."
amazon,google,past,BAD,"as a rapidly growing video site that has generated more web traffic than facebook and hulu in past months, twitch will give amazon greater scale to compete for ad dollars with the google-owned youtube, the world's biggest online video destination by far."
google,amazon,lighter,BAD,"other than being affordable, the google nexus 7 is lighter and more portable with its 7-inch screen and 340 gram weight - even lighter than the successful amazon kindle fire ."
google,amazon,lighter,BAD,"moreover, the google nexus 7 is both lighter and skinnier than the amazon kindle fire, which again contributes to its more natural feel in the hand."
google,amazon,lighter,BAD,amazon realized that people like lighter smaller tablets for ebooks a long time ago and i'm glad google/asus did too.
google,amazon,lighter,BAD,"priced in line with the amazon kindle at $139, the iriver story hd is lacking in certain features, but to some it's made up for it with a higher resolution display, longer battery life, lighter weight, expandable storage with sd card, and google ebookstore integration."
google,amazon,greater,BAD,google's entry could cause this e-book technology to explode ... google has much greater reach than amazon.
google,amazon,greater,BAD,"drop in google of 1/3 loss of market cap 47,143,925,136 this is greater than all of amazon at its peak."
google,amazon,greater,BAD,"for struggling independent bookstores, a customer donning google glass with built-in isbn capture search could be a greater threat than the amazon price check contretemps."
google,amazon,greater,BAD,"clearly, the volume of searches [and potential book-buying discoveries] on google is vastly greater than even amazon [or ebay] can claim."
google,amazon,greater,BAD,"having already digitized twelve million books, including out-of-print titles, google will have a far greater selection than amazon or apple."
google,amazon,cheaper,PREDICATE-FULL,"that's because google is better than bing (unless you're searching for porn), amazon is more convenient and or generally cheaper than b&n, and windows is easier to use (excepting windows 8) than linux."
google,amazon,cheaper,PREDICATE-FULL,"when the product was released, google stated that its service would be faster and cheaper than what amazon provided."
google,amazon,cheaper,PREDICATE-FULL,google is starting in a better position than amazon did: even the 16gb nexus 7 is cheaper than the highest historic cost of anamazon tablet.costing just $159.25 (£103) in materials.
google,amazon,cheaper,PREDICATE-FULL,"if google starts selling cheaper than amazon, amazon will cut their prices and margins."
google,amazon,cheaper,PREDICATE-FULL,"google won't end up being cheaper than amazon due to competition, but neither will amazon be cheaper due to volume."
google,amazon,smarter,PREDICATE-DEPENDENT,"amazon being in a similar position, along with potentially smarter strategies for selling content, may be why the amazon appstore is just so much more successful at this point than google play."
google,amazon,smarter,PREDICATE-DEPENDENT,"most existing ones are used to search documents (google performs document search), but more often than not, companies need smarter database search (searches on amazon and linkedin are both examples of database search)."
google,amazon,easier,PREDICATE-DEPENDENT,"that's because google is better than bing (unless you're searching for porn), amazon is more convenient and or generally cheaper than b&n, and windows is easier to use (excepting windows 8) than linux."
google,amazon,easier,PREDICATE-DEPENDENT,zach: i love google adsense and find it easier in most ways than amazon.
google,amazon,easier,PREDICATE-DEPENDENT,"still, simply writing an app and uploading it to google's cloud is significantly easier than fiddling with amazon web services and beanstalk."
google,amazon,easier,PREDICATE-DEPENDENT,google seems to have decided it would be much easier to integrate with amazon than to seek licensing from the labels and consumer mindshare on its own.
google,amazon,easier,PREDICATE-DEPENDENT,"it's the first i've heard of the google books site, too, and the book viewing is much easier for me than on the amazon site."
google,amazon,safer,PREDICATE-FULL,that quotation explains why the amazon appstore is both smaller than google market and safer.
google,amazon,higher,PREDICATE-DEPENDENT,"add more authors, more newsletters, more websites, more google hits, and we have a niche cloud store that attracts fans, makes us higher profits, and is easier to find things than on amazon."
google,amazon,higher,PREDICATE-DEPENDENT,"each of these devices offers very similar hardware components, including an 8-inch screen running at a lowly resolution of just 1280 x 800-the google nexus 7 offers a superior 1080p screen, whereas the amazon kindle fire hdx goes even higher at 1920 x 1200."
google,amazon,higher,PREDICATE-DEPENDENT,"""it's higher than amazon, and it's higher than google."""
google,amazon,higher,PREDICATE-DEPENDENT,amazon is trading at a much higher multiple than google across the board.
google,amazon,higher,PREDICATE-DEPENDENT,"even though google is the better, higher growth company, amazon is still more expensive."
google,amazon,easier to use,PREDICATE-FULL,"that's because google is better than bing (unless you're searching for porn), amazon is more convenient and or generally cheaper than b&n, and windows is easier to use (excepting windows 8) than linux."
google,amazon,easier to use,PREDICATE-FULL,"leo: somebody said this, and this is interesting, that the payment api is easier to use for amazon than it is for google."
google,amazon,easier to use,PREDICATE-FULL,"with the roku, just three ""channels"" of netflix, hulu and amazon gave me access to plenty of tv far more easily than google tv ever did, at a far cheaper price, in a device much easier to use."
google,amazon,windows,BAD,"that's because google is better than bing (unless you're searching for porn), amazon is more convenient and or generally cheaper than b&n, and windows is easier to use (excepting windows 8) than linux."
google,amazon,windows,BAD,"it doesn't help that google's android also runs rings around the iphone 5 with a broader selection of devices and partners than windows phone offers, a better apps selection than windows phone, and viable ecosystem choices from both amazon and google."
google,amazon,play,BAD,the changes help make google play a better alternative to apple and amazon alternatives.
google,amazon,play,BAD,"although, the google play version of a game tends to get faster updates than the amazon one."
google,amazon,play,BAD,i'm so glad i did because google play is so much better than the amazon appstore.
google,amazon,play,BAD,"it also then allows you to use google play, which i like better for music than amazon ."
google,amazon,play,BAD,"i don't recall the specific example right now, i just noticed that google music played it better than amazon mp3."
espn,fox,greater,BAD,"plus, the espn networks have a greater reach in this country than fox soccer channel."
espn,fox,greater,BAD,"espn has greater professionalism than speed/fox and takes the sport very seriously where with fox/speed the coverage is jokes, light, feel good moments with dw, roberts, wendy etc. ."
espn,fox,greater,BAD,even reruns of espn fc's show that are televised in the early morning hours are generating a greater average viewing audience than the best episode of fox soccer daily thus far.
espn,fox,greater,BAD,"since 1998, fox soccer channel has also been covering european national and club matches, with much greater density than espn."
espn,fox,talent,ASPECT,"espn is far superior to fox, if only because of all the talent, resources and access a company like espn can get."
espn,fox,talent,ASPECT,your overall premise is correct...not just for the talent but the overall production of these games on fox has been inferior to what espn/abc/cbs do on a regular basis.
espn,fox,talent,ASPECT,"if espn is never done adding and tweaking their talent, then obviously fox will be almost equally as active."
espn,fox,talent,ASPECT,"it'll run  fox football daily  weekdays at 6 p.m., which will feature  nfl on fox  talent, including terry bradshaw, howie long and former espn reporter erin andrews."
espn,fox,talent,ASPECT,"fox continues to slowly improve their champions league coverage, even though they still import world feeds instead of supplying their own broadcast talent like espn."
espn,fox,resources,ASPECT,"espn is far superior to fox, if only because of all the talent, resources and access a company like espn can get."
espn,fox,resources,ASPECT,@aaron....i fully agree fox has more than enough resources to broadcast the matches espn/abc-esque through fx/fsw/local-fox + making their own version of espn360 free .
espn,fox,resources,ASPECT,"but while fox may start a long ways behind espn, they have the resources to commit to an all sports cable channel other networks don't right now."
espn,fox,resources,ASPECT,the bad news is that fox is still not seeing a lot of momentum on the ratings front for original programming and resources aren't as abundant than at espn.
espn,fox,access,ASPECT,"espn is far superior to fox, if only because of all the talent, resources and access a company like espn can get."
espn,fox,company,BAD,"espn is far superior to fox, if only because of all the talent, resources and access a company like espn can get."
espn,fox,company,BAD,the difference is that the fox sports is much smaller portion of the parent company compared to espn.
espn,fox,company,BAD,21 st   century fox  (nyse: fox ) desperately would like you to think that its upcoming fox sports one launch will make the company a direct rival and threat to disney's insanely lucrative espn sports franchise.
espn,fox,circus,BAD,"i'll take the tnt, espn, abc issues as it is better than listening to the circus attitude fox gives us."
espn,fox,circus,BAD,i have been down on fox the last 2 years but right now i would take ole dw back over this espn circus of boring talking heads.
espn,fox,dust,BAD,"i do know espn will be better than fox,as they have been left in the dust."
espn,fox,attitude,ASPECT,"i'll take the tnt, espn, abc issues as it is better than listening to the circus attitude fox gives us."
espn,fox,attitude,ASPECT,"thankfully, petty does not have the ""fox sports attitude"" and his wardrobe does not contain enough neckties to get him through even one nascar on espn weekend."
espn,fox,better for them to allow fox to rise up as its primary competition,BAD,"so, for espn, it was much better for them to allow fox to rise up as its primary competition than comcast/nbc."
fox,espn,easier,PREDICATE-DEPENDENT,"not a bad thing for those of us not interested in soccer, because fox sports will be easier to avoid than espn when surfing channels."
fox,espn,easier,PREDICATE-DEPENDENT,"having the espn tag with your programming is much easier to sell local advertising than the competitors: fox sports radio, yahoo!"
fox,espn,easier,PREDICATE-DEPENDENT,"having the espn tag with your programming is much easier to sell local advertising than the competitors: fox sports radio, yahoo! sports radio, cbs sports, and the nbc sports radio network (of which i have never actually heard)."
fox,espn,easier,PREDICATE-DEPENDENT,"interesting that espn will re-air the ""sec on cbs"" games but not the ""notre dame on nbc"" (stanford and pitt were both at nd), or big 12/pac-12 games from fox. must be something from the sec/cbs/espn contract that makes this easier than the others."
fox,espn,easier to avoid,BAD,"not a bad thing for those of us not interested in soccer, because fox sports will be easier to avoid than espn when surfing channels."
fox,espn,sports,ASPECT,"when it comes to watching football and basketball, fox sports is superior to espn in nearly every single way."
fox,espn,sports,ASPECT,over the weekend fox sports oklahoma did something smarter than what espn has been doing lately.
fox,espn,sports,ASPECT,in fact all of fox sports radio is better than espn radio.
fox,espn,sports,ASPECT,i really like the coverage on fox sports its much better than on espn.
fox,espn,sports,ASPECT,"those are brutal start times for fox sports, and there is little chance fox will average better viewership numbers than espn."
fox,espn,channels,BAD,"not a bad thing for those of us not interested in soccer, because fox sports will be easier to avoid than espn when surfing channels."
fox,espn,channels,BAD,both fox channels absolutely suck in quality compared to espn.
